2025-11-11 16:29:13.987 [main] INFO  - Application starting...
2025-11-11 16:50:14.622 [pool-3-thread-1] INFO  - SUCCESS transaction: Transferred 82 from 88ff51c0-9260-438e-964b-2d7d36f24c12 to abbb6a90-c226-4423-8107-57097283db14. Balances: from=9361, to=11800
2025-11-11 16:50:14.622 [pool-3-thread-4] INFO  - SUCCESS transaction: Transferred 15 from 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d to abbb6a90-c226-4423-8107-57097283db14. Balances: from=8415, to=11815
2025-11-11 16:50:14.622 [pool-3-thread-4] WARN  - Attempt to transfer money to the same account: 91c2b048-bc20-469e-b73a-daf536adc4e3. Transaction cancelled.
2025-11-11 16:50:14.622 [pool-3-thread-3] INFO  - SUCCESS transaction: Transferred 94 from 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d to 88ff51c0-9260-438e-964b-2d7d36f24c12. Balances: from=8321, to=9455
2025-11-11 16:50:14.622 [pool-3-thread-3] WARN  - Attempt to transfer money to the same account: 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d. Transaction cancelled.
2025-11-11 16:50:14.622 [pool-3-thread-2] INFO  - SUCCESS transaction: Transferred 38 from 91c2b048-bc20-469e-b73a-daf536adc4e3 to 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d. Balances: from=10371, to=8359
2025-11-11 16:50:14.622 [pool-3-thread-4] INFO  - SUCCESS transaction: Transferred 12 from 88ff51c0-9260-438e-964b-2d7d36f24c12 to abbb6a90-c226-4423-8107-57097283db14. Balances: from=9443, to=11827
2025-11-11 16:50:14.622 [pool-3-thread-1] INFO  - SUCCESS transaction: Transferred 80 from 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d to 91c2b048-bc20-469e-b73a-daf536adc4e3. Balances: from=8279, to=10451
2025-11-11 16:50:14.622 [pool-3-thread-2] INFO  - SUCCESS transaction: Transferred 48 from 88ff51c0-9260-438e-964b-2d7d36f24c12 to abbb6a90-c226-4423-8107-57097283db14. Balances: from=9395, to=11875
2025-11-11 16:50:14.622 [pool-3-thread-2] WARN  - Attempt to transfer money to the same account: 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d. Transaction cancelled.
2025-11-11 16:50:14.622 [pool-3-thread-4] INFO  - SUCCESS transaction: Transferred 72 from 91c2b048-bc20-469e-b73a-daf536adc4e3 to abbb6a90-c226-4423-8107-57097283db14. Balances: from=10379, to=11947
2025-11-11 16:50:14.622 [pool-3-thread-1] INFO  - SUCCESS transaction: Transferred 12 from 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d to 88ff51c0-9260-438e-964b-2d7d36f24c12. Balances: from=8267, to=9407
2025-11-11 16:50:14.622 [pool-3-thread-4] WARN  - Attempt to transfer money to the same account: 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d. Transaction cancelled.
2025-11-11 16:50:14.622 [pool-3-thread-1] INFO  - SUCCESS transaction: Transferred 59 from 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d to 88ff51c0-9260-438e-964b-2d7d36f24c12. Balances: from=8208, to=9466
2025-11-11 16:50:14.623 [pool-3-thread-2] INFO  - SUCCESS transaction: Transferred 81 from 88ff51c0-9260-438e-964b-2d7d36f24c12 to abbb6a90-c226-4423-8107-57097283db14. Balances: from=9385, to=12028
2025-11-11 16:50:14.623 [pool-3-thread-3] INFO  - SUCCESS transaction: Transferred 47 from 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d to 91c2b048-bc20-469e-b73a-daf536adc4e3. Balances: from=8161, to=10426
2025-11-11 16:50:14.623 [pool-3-thread-4] INFO  - SUCCESS transaction: Transferred 77 from 88ff51c0-9260-438e-964b-2d7d36f24c12 to 91c2b048-bc20-469e-b73a-daf536adc4e3. Balances: from=9308, to=10503
2025-11-11 16:50:14.623 [pool-3-thread-3] INFO  - SUCCESS transaction: Transferred 69 from abbb6a90-c226-4423-8107-57097283db14 to 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d. Balances: from=11959, to=8230
2025-11-11 16:50:14.623 [pool-3-thread-4] INFO  - SUCCESS transaction: Transferred 76 from 91c2b048-bc20-469e-b73a-daf536adc4e3 to 88ff51c0-9260-438e-964b-2d7d36f24c12. Balances: from=10427, to=9384
2025-11-11 16:50:14.623 [pool-3-thread-3] WARN  - Attempt to transfer money to the same account: abbb6a90-c226-4423-8107-57097283db14. Transaction cancelled.
2025-11-11 16:50:14.623 [pool-3-thread-2] INFO  - SUCCESS transaction: Transferred 26 from abbb6a90-c226-4423-8107-57097283db14 to 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d. Balances: from=11933, to=8256
2025-11-11 16:50:14.623 [pool-3-thread-1] INFO  - SUCCESS transaction: Transferred 57 from 88ff51c0-9260-438e-964b-2d7d36f24c12 to 91c2b048-bc20-469e-b73a-daf536adc4e3. Balances: from=9327, to=10484
2025-11-11 16:50:14.623 [pool-3-thread-3] WARN  - Attempt to transfer money to the same account: 91c2b048-bc20-469e-b73a-daf536adc4e3. Transaction cancelled.
2025-11-11 16:50:14.623 [pool-3-thread-2] WARN  - Attempt to transfer money to the same account: 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d. Transaction cancelled.
2025-11-11 16:50:14.623 [pool-3-thread-1] INFO  - SUCCESS transaction: Transferred 72 from 88ff51c0-9260-438e-964b-2d7d36f24c12 to abbb6a90-c226-4423-8107-57097283db14. Balances: from=9255, to=12005
2025-11-11 16:50:14.623 [pool-3-thread-4] INFO  - SUCCESS transaction: Transferred 78 from 91c2b048-bc20-469e-b73a-daf536adc4e3 to 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d. Balances: from=10406, to=8334
2025-11-11 16:50:14.623 [pool-3-thread-2] INFO  - SUCCESS transaction: Transferred 39 from 88ff51c0-9260-438e-964b-2d7d36f24c12 to 91c2b048-bc20-469e-b73a-daf536adc4e3. Balances: from=9216, to=10445
2025-11-11 16:50:14.623 [pool-3-thread-2] INFO  - SUCCESS transaction: Transferred 66 from abbb6a90-c226-4423-8107-57097283db14 to 88ff51c0-9260-438e-964b-2d7d36f24c12. Balances: from=11939, to=9282
2025-11-11 16:50:14.624 [pool-3-thread-2] INFO  - SUCCESS transaction: Transferred 23 from 91c2b048-bc20-469e-b73a-daf536adc4e3 to 88ff51c0-9260-438e-964b-2d7d36f24c12. Balances: from=10422, to=9305
2025-11-11 16:50:14.624 [pool-3-thread-2] WARN  - Attempt to transfer money to the same account: 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d. Transaction cancelled.
2025-11-11 16:50:14.624 [pool-3-thread-3] INFO  - SUCCESS transaction: Transferred 72 from abbb6a90-c226-4423-8107-57097283db14 to 88ff51c0-9260-438e-964b-2d7d36f24c12. Balances: from=11867, to=9377
2025-11-11 16:50:14.624 [pool-3-thread-3] INFO  - SUCCESS transaction: Transferred 69 from 91c2b048-bc20-469e-b73a-daf536adc4e3 to 88ff51c0-9260-438e-964b-2d7d36f24c12. Balances: from=10353, to=9446
2025-11-11 16:50:14.624 [pool-3-thread-4] INFO  - SUCCESS transaction: Transferred 83 from 91c2b048-bc20-469e-b73a-daf536adc4e3 to 88ff51c0-9260-438e-964b-2d7d36f24c12. Balances: from=10270, to=9529
2025-11-11 16:50:14.624 [pool-3-thread-1] INFO  - SUCCESS transaction: Transferred 12 from 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d to 88ff51c0-9260-438e-964b-2d7d36f24c12. Balances: from=8322, to=9541
2025-11-11 16:50:14.624 [pool-3-thread-1] INFO  - SUCCESS transaction: Transferred 38 from 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d to 88ff51c0-9260-438e-964b-2d7d36f24c12. Balances: from=8284, to=9579
2025-11-11 16:50:14.624 [pool-3-thread-1] WARN  - Attempt to transfer money to the same account: abbb6a90-c226-4423-8107-57097283db14. Transaction cancelled.
2025-11-11 16:50:14.624 [pool-3-thread-2] INFO  - SUCCESS transaction: Transferred 50 from abbb6a90-c226-4423-8107-57097283db14 to 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d. Balances: from=11817, to=8334
2025-11-11 16:50:14.624 [pool-3-thread-2] INFO  - SUCCESS transaction: Transferred 86 from abbb6a90-c226-4423-8107-57097283db14 to 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d. Balances: from=11731, to=8420
2025-11-11 16:50:14.624 [pool-3-thread-2] INFO  - SUCCESS transaction: Transferred 87 from 88ff51c0-9260-438e-964b-2d7d36f24c12 to abbb6a90-c226-4423-8107-57097283db14. Balances: from=9492, to=11818
2025-11-11 16:50:14.624 [pool-3-thread-3] INFO  - SUCCESS transaction: Transferred 79 from 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d to 91c2b048-bc20-469e-b73a-daf536adc4e3. Balances: from=8341, to=10349
2025-11-11 16:50:14.625 [pool-3-thread-2] WARN  - Attempt to transfer money to the same account: 88ff51c0-9260-438e-964b-2d7d36f24c12. Transaction cancelled.
2025-11-11 16:50:14.625 [pool-3-thread-3] INFO  - SUCCESS transaction: Transferred 25 from 88ff51c0-9260-438e-964b-2d7d36f24c12 to 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d. Balances: from=9467, to=8366
2025-11-11 16:50:14.625 [pool-3-thread-3] INFO  - SUCCESS transaction: Transferred 32 from abbb6a90-c226-4423-8107-57097283db14 to 88ff51c0-9260-438e-964b-2d7d36f24c12. Balances: from=11786, to=9499
2025-11-11 16:50:14.625 [pool-3-thread-3] INFO  - SUCCESS transaction: Transferred 70 from abbb6a90-c226-4423-8107-57097283db14 to 88ff51c0-9260-438e-964b-2d7d36f24c12. Balances: from=11716, to=9569
2025-11-11 16:50:14.625 [pool-3-thread-4] INFO  - SUCCESS transaction: Transferred 70 from abbb6a90-c226-4423-8107-57097283db14 to 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d. Balances: from=11646, to=8436
2025-11-11 16:50:14.625 [pool-3-thread-4] INFO  - SUCCESS transaction: Transferred 66 from 91c2b048-bc20-469e-b73a-daf536adc4e3 to 88ff51c0-9260-438e-964b-2d7d36f24c12. Balances: from=10283, to=9635
2025-11-11 16:50:14.625 [pool-3-thread-4] INFO  - SUCCESS transaction: Transferred 5 from abbb6a90-c226-4423-8107-57097283db14 to 88ff51c0-9260-438e-964b-2d7d36f24c12. Balances: from=11641, to=9640
2025-11-11 16:50:14.625 [pool-3-thread-1] INFO  - SUCCESS transaction: Transferred 87 from 91c2b048-bc20-469e-b73a-daf536adc4e3 to 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d. Balances: from=10196, to=8523
2025-11-11 16:50:14.625 [pool-3-thread-4] INFO  - SUCCESS transaction: Transferred 28 from 88ff51c0-9260-438e-964b-2d7d36f24c12 to abbb6a90-c226-4423-8107-57097283db14. Balances: from=9612, to=11669
2025-11-11 16:50:14.625 [pool-3-thread-1] INFO  - SUCCESS transaction: Transferred 3 from 91c2b048-bc20-469e-b73a-daf536adc4e3 to abbb6a90-c226-4423-8107-57097283db14. Balances: from=10193, to=11672
2025-11-11 16:50:14.625 [pool-3-thread-2] INFO  - SUCCESS transaction: Transferred 82 from 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d to 88ff51c0-9260-438e-964b-2d7d36f24c12. Balances: from=8441, to=9694
2025-11-11 16:50:14.625 [pool-3-thread-1] WARN  - Attempt to transfer money to the same account: 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d. Transaction cancelled.
2025-11-11 16:50:14.625 [pool-3-thread-2] WARN  - Attempt to transfer money to the same account: abbb6a90-c226-4423-8107-57097283db14. Transaction cancelled.
2025-11-11 16:50:14.625 [pool-3-thread-3] INFO  - SUCCESS transaction: Transferred 30 from abbb6a90-c226-4423-8107-57097283db14 to 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d. Balances: from=11642, to=8471
2025-11-11 16:50:14.625 [pool-3-thread-2] INFO  - SUCCESS transaction: Transferred 93 from abbb6a90-c226-4423-8107-57097283db14 to 88ff51c0-9260-438e-964b-2d7d36f24c12. Balances: from=11549, to=9787
2025-11-11 16:50:14.625 [pool-3-thread-2] INFO  - SUCCESS transaction: Transferred 78 from 91c2b048-bc20-469e-b73a-daf536adc4e3 to abbb6a90-c226-4423-8107-57097283db14. Balances: from=10115, to=11627
2025-11-11 16:50:14.625 [pool-3-thread-3] INFO  - SUCCESS transaction: Transferred 6 from 91c2b048-bc20-469e-b73a-daf536adc4e3 to 88ff51c0-9260-438e-964b-2d7d36f24c12. Balances: from=10109, to=9793
2025-11-11 16:50:14.625 [pool-3-thread-4] INFO  - SUCCESS transaction: Transferred 23 from 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d to 88ff51c0-9260-438e-964b-2d7d36f24c12. Balances: from=8448, to=9816
2025-11-11 16:50:14.626 [pool-3-thread-2] INFO  - SUCCESS transaction: Transferred 58 from 91c2b048-bc20-469e-b73a-daf536adc4e3 to 88ff51c0-9260-438e-964b-2d7d36f24c12. Balances: from=10051, to=9874
2025-11-11 16:50:14.626 [pool-3-thread-2] INFO  - SUCCESS transaction: Transferred 19 from 88ff51c0-9260-438e-964b-2d7d36f24c12 to 91c2b048-bc20-469e-b73a-daf536adc4e3. Balances: from=9855, to=10070
2025-11-11 16:50:14.626 [pool-3-thread-2] INFO  - SUCCESS transaction: Transferred 51 from 88ff51c0-9260-438e-964b-2d7d36f24c12 to abbb6a90-c226-4423-8107-57097283db14. Balances: from=9804, to=11678
2025-11-11 16:50:14.626 [pool-3-thread-4] INFO  - SUCCESS transaction: Transferred 79 from 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d to 88ff51c0-9260-438e-964b-2d7d36f24c12. Balances: from=8369, to=9883
2025-11-11 16:50:14.626 [pool-3-thread-4] WARN  - Attempt to transfer money to the same account: 88ff51c0-9260-438e-964b-2d7d36f24c12. Transaction cancelled.
2025-11-11 16:50:14.626 [pool-3-thread-1] INFO  - SUCCESS transaction: Transferred 36 from 91c2b048-bc20-469e-b73a-daf536adc4e3 to 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d. Balances: from=10034, to=8405
2025-11-11 16:50:14.626 [pool-3-thread-3] INFO  - SUCCESS transaction: Transferred 9 from 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d to 88ff51c0-9260-438e-964b-2d7d36f24c12. Balances: from=8396, to=9892
2025-11-11 16:50:14.626 [pool-3-thread-1] WARN  - Attempt to transfer money to the same account: 91c2b048-bc20-469e-b73a-daf536adc4e3. Transaction cancelled.
2025-11-11 16:50:14.626 [pool-3-thread-3] INFO  - SUCCESS transaction: Transferred 34 from 88ff51c0-9260-438e-964b-2d7d36f24c12 to 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d. Balances: from=9858, to=8430
2025-11-11 16:50:14.626 [pool-3-thread-3] INFO  - SUCCESS transaction: Transferred 57 from 88ff51c0-9260-438e-964b-2d7d36f24c12 to 91c2b048-bc20-469e-b73a-daf536adc4e3. Balances: from=9801, to=10091
2025-11-11 16:50:14.626 [pool-3-thread-2] INFO  - SUCCESS transaction: Transferred 71 from 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d to abbb6a90-c226-4423-8107-57097283db14. Balances: from=8359, to=11749
2025-11-11 16:50:14.627 [pool-3-thread-3] INFO  - SUCCESS transaction: Transferred 32 from abbb6a90-c226-4423-8107-57097283db14 to 91c2b048-bc20-469e-b73a-daf536adc4e3. Balances: from=11717, to=10123
2025-11-11 16:50:14.627 [pool-3-thread-2] INFO  - SUCCESS transaction: Transferred 65 from 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d to 88ff51c0-9260-438e-964b-2d7d36f24c12. Balances: from=8294, to=9866
2025-11-11 16:50:14.627 [pool-3-thread-3] WARN  - Attempt to transfer money to the same account: 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d. Transaction cancelled.
2025-11-11 16:50:14.627 [pool-3-thread-2] INFO  - SUCCESS transaction: Transferred 75 from 88ff51c0-9260-438e-964b-2d7d36f24c12 to 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d. Balances: from=9791, to=8369
2025-11-11 16:50:14.627 [pool-3-thread-3] INFO  - SUCCESS transaction: Transferred 19 from abbb6a90-c226-4423-8107-57097283db14 to 91c2b048-bc20-469e-b73a-daf536adc4e3. Balances: from=11698, to=10142
2025-11-11 16:50:14.627 [pool-3-thread-2] WARN  - Attempt to transfer money to the same account: 91c2b048-bc20-469e-b73a-daf536adc4e3. Transaction cancelled.
2025-11-11 16:50:14.627 [pool-3-thread-3] WARN  - Attempt to transfer money to the same account: 91c2b048-bc20-469e-b73a-daf536adc4e3. Transaction cancelled.
2025-11-11 16:50:14.627 [pool-3-thread-4] INFO  - SUCCESS transaction: Transferred 81 from 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d to 88ff51c0-9260-438e-964b-2d7d36f24c12. Balances: from=8288, to=9872
2025-11-11 16:50:14.627 [pool-3-thread-4] WARN  - Attempt to transfer money to the same account: abbb6a90-c226-4423-8107-57097283db14. Transaction cancelled.
2025-11-11 16:50:14.627 [pool-3-thread-1] INFO  - SUCCESS transaction: Transferred 9 from 88ff51c0-9260-438e-964b-2d7d36f24c12 to 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d. Balances: from=9863, to=8297
2025-11-11 16:50:14.627 [pool-3-thread-1] INFO  - SUCCESS transaction: Transferred 62 from 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d to abbb6a90-c226-4423-8107-57097283db14. Balances: from=8235, to=11760
2025-11-11 16:50:14.627 [pool-3-thread-4] WARN  - Attempt to transfer money to the same account: abbb6a90-c226-4423-8107-57097283db14. Transaction cancelled.
2025-11-11 16:50:14.627 [pool-3-thread-1] INFO  - SUCCESS transaction: Transferred 62 from 88ff51c0-9260-438e-964b-2d7d36f24c12 to 91c2b048-bc20-469e-b73a-daf536adc4e3. Balances: from=9801, to=10204
2025-11-11 16:50:14.627 [pool-3-thread-2] INFO  - SUCCESS transaction: Transferred 52 from 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d to abbb6a90-c226-4423-8107-57097283db14. Balances: from=8183, to=11812
2025-11-11 16:50:14.627 [pool-3-thread-1] INFO  - SUCCESS transaction: Transferred 87 from abbb6a90-c226-4423-8107-57097283db14 to 91c2b048-bc20-469e-b73a-daf536adc4e3. Balances: from=11725, to=10291
2025-11-11 16:50:14.627 [pool-3-thread-2] INFO  - SUCCESS transaction: Transferred 66 from 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d to 88ff51c0-9260-438e-964b-2d7d36f24c12. Balances: from=8117, to=9867
2025-11-11 16:50:14.627 [pool-3-thread-4] INFO  - SUCCESS transaction: Transferred 55 from abbb6a90-c226-4423-8107-57097283db14 to 91c2b048-bc20-469e-b73a-daf536adc4e3. Balances: from=11670, to=10346
2025-11-11 16:50:14.627 [pool-3-thread-3] INFO  - SUCCESS transaction: Transferred 74 from 88ff51c0-9260-438e-964b-2d7d36f24c12 to 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d. Balances: from=9793, to=8191
2025-11-11 16:50:14.628 [pool-3-thread-4] WARN  - Attempt to transfer money to the same account: 91c2b048-bc20-469e-b73a-daf536adc4e3. Transaction cancelled.
2025-11-11 16:50:14.628 [pool-3-thread-2] INFO  - SUCCESS transaction: Transferred 47 from 91c2b048-bc20-469e-b73a-daf536adc4e3 to abbb6a90-c226-4423-8107-57097283db14. Balances: from=10299, to=11717
2025-11-11 16:50:14.628 [pool-3-thread-3] WARN  - Attempt to transfer money to the same account: abbb6a90-c226-4423-8107-57097283db14. Transaction cancelled.
2025-11-11 16:50:14.628 [pool-3-thread-1] INFO  - SUCCESS transaction: Transferred 28 from 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d to 91c2b048-bc20-469e-b73a-daf536adc4e3. Balances: from=8163, to=10327
2025-11-11 16:50:14.628 [pool-3-thread-3] WARN  - Attempt to transfer money to the same account: 91c2b048-bc20-469e-b73a-daf536adc4e3. Transaction cancelled.
2025-11-11 16:50:14.628 [pool-3-thread-1] WARN  - Attempt to transfer money to the same account: 91c2b048-bc20-469e-b73a-daf536adc4e3. Transaction cancelled.
2025-11-11 16:50:14.628 [pool-3-thread-3] WARN  - Attempt to transfer money to the same account: 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d. Transaction cancelled.
2025-11-11 16:50:14.628 [pool-3-thread-4] INFO  - SUCCESS transaction: Transferred 52 from 91c2b048-bc20-469e-b73a-daf536adc4e3 to abbb6a90-c226-4423-8107-57097283db14. Balances: from=10275, to=11769
2025-11-11 16:50:14.628 [pool-3-thread-1] INFO  - SUCCESS transaction: Transferred 78 from 91c2b048-bc20-469e-b73a-daf536adc4e3 to 88ff51c0-9260-438e-964b-2d7d36f24c12. Balances: from=10197, to=9871
2025-11-11 16:50:14.628 [pool-3-thread-1] WARN  - Attempt to transfer money to the same account: 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d. Transaction cancelled.
2025-11-11 16:50:14.628 [pool-3-thread-2] INFO  - SUCCESS transaction: Transferred 26 from 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d to 88ff51c0-9260-438e-964b-2d7d36f24c12. Balances: from=8137, to=9897
2025-11-11 16:50:14.628 [pool-3-thread-2] INFO  - SUCCESS transaction: Transferred 86 from 88ff51c0-9260-438e-964b-2d7d36f24c12 to 91c2b048-bc20-469e-b73a-daf536adc4e3. Balances: from=9811, to=10283
2025-11-11 16:50:14.628 [pool-3-thread-3] INFO  - SUCCESS transaction: Transferred 53 from 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d to abbb6a90-c226-4423-8107-57097283db14. Balances: from=8084, to=11822
2025-11-11 16:50:14.628 [pool-3-thread-4] INFO  - SUCCESS transaction: Transferred 72 from 88ff51c0-9260-438e-964b-2d7d36f24c12 to 91c2b048-bc20-469e-b73a-daf536adc4e3. Balances: from=9739, to=10355
2025-11-11 16:50:14.628 [pool-3-thread-3] INFO  - SUCCESS transaction: Transferred 7 from abbb6a90-c226-4423-8107-57097283db14 to 91c2b048-bc20-469e-b73a-daf536adc4e3. Balances: from=11815, to=10362
2025-11-11 16:50:14.628 [pool-3-thread-1] INFO  - SUCCESS transaction: Transferred 41 from 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d to 91c2b048-bc20-469e-b73a-daf536adc4e3. Balances: from=8043, to=10403
2025-11-11 16:50:14.629 [pool-3-thread-1] INFO  - SUCCESS transaction: Transferred 64 from 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d to abbb6a90-c226-4423-8107-57097283db14. Balances: from=7979, to=11879
2025-11-11 16:50:14.629 [pool-3-thread-1] INFO  - SUCCESS transaction: Transferred 47 from 91c2b048-bc20-469e-b73a-daf536adc4e3 to 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d. Balances: from=10356, to=8026
2025-11-11 16:50:14.629 [pool-3-thread-1] WARN  - Attempt to transfer money to the same account: abbb6a90-c226-4423-8107-57097283db14. Transaction cancelled.
2025-11-11 16:50:14.629 [pool-3-thread-2] INFO  - SUCCESS transaction: Transferred 87 from 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d to 91c2b048-bc20-469e-b73a-daf536adc4e3. Balances: from=7939, to=10443
2025-11-11 16:50:14.629 [pool-3-thread-1] INFO  - SUCCESS transaction: Transferred 54 from 88ff51c0-9260-438e-964b-2d7d36f24c12 to 91c2b048-bc20-469e-b73a-daf536adc4e3. Balances: from=9685, to=10497
2025-11-11 16:50:14.629 [pool-3-thread-1] INFO  - SUCCESS transaction: Transferred 70 from abbb6a90-c226-4423-8107-57097283db14 to 88ff51c0-9260-438e-964b-2d7d36f24c12. Balances: from=11809, to=9755
2025-11-11 16:50:14.629 [pool-3-thread-4] INFO  - SUCCESS transaction: Transferred 64 from 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d to 91c2b048-bc20-469e-b73a-daf536adc4e3. Balances: from=7875, to=10561
2025-11-11 16:50:14.629 [pool-3-thread-2] INFO  - SUCCESS transaction: Transferred 73 from 88ff51c0-9260-438e-964b-2d7d36f24c12 to abbb6a90-c226-4423-8107-57097283db14. Balances: from=9682, to=11882
2025-11-11 16:50:14.629 [pool-3-thread-3] INFO  - SUCCESS transaction: Transferred 14 from 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d to abbb6a90-c226-4423-8107-57097283db14. Balances: from=7861, to=11896
2025-11-11 16:50:14.629 [pool-3-thread-2] INFO  - SUCCESS transaction: Transferred 57 from 91c2b048-bc20-469e-b73a-daf536adc4e3 to abbb6a90-c226-4423-8107-57097283db14. Balances: from=10504, to=11953
2025-11-11 16:50:14.629 [pool-3-thread-4] INFO  - SUCCESS transaction: Transferred 60 from 88ff51c0-9260-438e-964b-2d7d36f24c12 to 91c2b048-bc20-469e-b73a-daf536adc4e3. Balances: from=9622, to=10564
2025-11-11 16:50:14.629 [pool-3-thread-1] INFO  - SUCCESS transaction: Transferred 84 from 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d to 91c2b048-bc20-469e-b73a-daf536adc4e3. Balances: from=7777, to=10648
2025-11-11 16:50:14.629 [pool-3-thread-3] INFO  - SUCCESS transaction: Transferred 57 from 88ff51c0-9260-438e-964b-2d7d36f24c12 to abbb6a90-c226-4423-8107-57097283db14. Balances: from=9565, to=12010
2025-11-11 16:50:14.630 [pool-3-thread-4] INFO  - SUCCESS transaction: Transferred 93 from 91c2b048-bc20-469e-b73a-daf536adc4e3 to 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d. Balances: from=10555, to=7870
2025-11-11 16:50:14.630 [pool-3-thread-3] INFO  - SUCCESS transaction: Transferred 52 from abbb6a90-c226-4423-8107-57097283db14 to 88ff51c0-9260-438e-964b-2d7d36f24c12. Balances: from=11958, to=9617
2025-11-11 16:50:14.630 [pool-3-thread-2] INFO  - SUCCESS transaction: Transferred 99 from abbb6a90-c226-4423-8107-57097283db14 to 88ff51c0-9260-438e-964b-2d7d36f24c12. Balances: from=11859, to=9716
2025-11-11 16:50:14.630 [pool-3-thread-2] INFO  - SUCCESS transaction: Transferred 48 from abbb6a90-c226-4423-8107-57097283db14 to 88ff51c0-9260-438e-964b-2d7d36f24c12. Balances: from=11811, to=9764
2025-11-11 16:50:14.630 [pool-3-thread-1] INFO  - SUCCESS transaction: Transferred 89 from 88ff51c0-9260-438e-964b-2d7d36f24c12 to abbb6a90-c226-4423-8107-57097283db14. Balances: from=9675, to=11900
2025-11-11 16:50:14.630 [pool-3-thread-1] INFO  - SUCCESS transaction: Transferred 22 from 88ff51c0-9260-438e-964b-2d7d36f24c12 to 91c2b048-bc20-469e-b73a-daf536adc4e3. Balances: from=9653, to=10577
2025-11-11 16:50:14.630 [pool-3-thread-4] INFO  - SUCCESS transaction: Transferred 30 from 88ff51c0-9260-438e-964b-2d7d36f24c12 to 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d. Balances: from=9623, to=7900
2025-11-11 16:50:14.630 [pool-3-thread-4] INFO  - SUCCESS transaction: Transferred 65 from 91c2b048-bc20-469e-b73a-daf536adc4e3 to abbb6a90-c226-4423-8107-57097283db14. Balances: from=10512, to=11965
2025-11-11 16:50:14.630 [pool-3-thread-4] WARN  - Attempt to transfer money to the same account: 1cf966a0-d758-41c5-a5fd-e8e9a8a0055d. Transaction cancelled.
2025-11-11 16:50:14.630 [pool-3-thread-2] INFO  - SUCCESS transaction: Transferred 12 from abbb6a90-c226-4423-8107-57097283db14 to 88ff51c0-9260-438e-964b-2d7d36f24c12. Balances: from=11953, to=9635
2025-11-11 16:50:14.630 [pool-3-thread-2] INFO  - SUCCESS transaction: Transferred 22 from 91c2b048-bc20-469e-b73a-daf536adc4e3 to abbb6a90-c226-4423-8107-57097283db14. Balances: from=10490, to=11975
